name,brand,family,notes_top,notes_heart,notes_base
xi-an,guerlain,woody,bamboo,floral notes,sandalwood
hyrax,zoologist-perfumes,musky,saffron|elemi|pink pepper|turkish rose,hyrax|whiskey|styrax|hyacinth,castoreum|civet|amber|benzoin|patchouli|sandalwood|tonka bean
puressence-by-ecobeauty,oriflame,aromatic,basil|citruses|orange,orange blossom|ylang-ylang|jasmine|bulgarian rose,vetiver|spicy notes|heliotrope|tonka bean|vanilla
sorbet-jolie,faberlic,fruity,frosted berries|green notes,pear ice cream|violet|magnolia,musk|sandalwood|ambrette (musk mallow)|cedar
citronica,faberlic,citrus,bergamot|grapefruit|black currant blossom,bergamot|grapefruit blossom,oakmoss|patchouli|musk|sandalwood
magda,lubin,fruity,cherry|blackcurrant syrup|pomegranate|mandarin orange,tunisian orange blossom|indian tuberose|gardenia|cinnamon,amaretto|vanilla|sandalwood|peru balsam
varens-original-borneo-dream,ulric-de-varens,ozonic,watermelon,ylang-ylang|jasmine,virginia cedar
zwinger,rammstein,animalic,animal notes,animal notes,animal notes
pretty-glamorous,avon,citrus,lemon|bergamot,peony,sandalwood
wellness-by-clean-harmony,clean,citrus,italian lemon|eucalyptus|rosemary,jasmine|orange blossom|rose,cedar|musk
amabile,xerjoff,citrus,green apple|amalfi lemon|calabrian bergamot|orange blossom,guatemalan cardamom|pink pepper|jasmine,mexican vanilla|atlas cedar|white musk|patchouli
les-fashion-stiletto,bi-es,almond,almond|bergamot,rose|iris,cedar
faberlic-by-valentin-yudashkin-rose,faberlic,fresh,watery notes|water lily,lily-of-the-valley|peony|cyclamen|pear,musk
velvet-amber,fragrance-du-bois,woody,geranium|lemon|cardamom|bergamot,leather|cypriol oil or nagarmotha|saffron|rose,cypriol oil or nagarmotha|agarwood (oud)|patchouli|amber|sandalwood|musk|vanilla
delicious-kisses,haute-fragrance-company-hfc,woody,raspberry|violet|bulgarian rose,papyrus|iris|sandalwood,patchouli|cedar|ambrette (musk mallow)|musk
lulucastagnette,lulu-castagnette,sweet,fig|bergamot,cotton candy|rose|jasmine|magnolia,vanilla|sandalwood|musk|patchouli|cedar
lili-fantasy,juliette-has-a-gun,white floral,bubble gum,tuberose|jasmine,ambroxan|amber
dodo,zoologist-perfumes,aromatic,fern|litchi|lime|raspberry,ambergris|balsam fir|geranium|rose,oakmoss|musk|sandalwood|patchouli|amber
water-ivy,brocard,fresh,watery notes|bergamot|peach,ivy|jasmine|bellflower|peony,white musk|moss
collapse-of-hedonism-krakh-gedonizma,khaikin,woody,cognac|smoke|metallic notes,dark chocolate|leather|rose|smoke,dried plum|immortelle|vetiver|texas cedar|ambergris|ash
jamaica-2-woman,puma,citrus,pink grapefruit|melon|peach,violet leaf|jasmine|freesia|plum,patchouli|musk|vanilla
moscow-waltz-moskovskij-val-s,ladanika,rose,raspberry|violet|freesia,damask rose|rose hip|lilac,white musk|iris|patchouli
ume,euphorium-brooklyn,fruity,plum|plum blossom|green tea|apricot|anise,oakmoss|yuzu|hinoki wood|incense|cedar,snow|earthy notes
musk-makkah,el-nabil,fruity,strawberry|raspberry,almond|cinnamon|vanilla,musk|amber
enjoy,franck-boclet,fresh spicy,bergamot|lemon|orange,nutmeg|rose|geranium|pepper|violet|cinnamon|jasmine,incense|ambroxan|white musk
cocaine,franck-boclet,white floral,caramel|tobacco|bitter orange|red berries,tuberose|lily|orchid,monoi oil|vanilla|patchouli
plumes,ds-durga,aromatic,laurels|watery notes|coconut,frangipani|tuberose|jasmine|vine,vetyver|amyris|musk
le-male-xmas-limited-edition,jean-paul-gaultier,lavender,mint,lavender,vanilla
floratta-in-gold,o-boticario,fruity,peach|pineapple|orchid|neroli,jasmine|heliotrope|lily-of-the-valley,amber|vanille|sandalwood|musk
prada-paradoxe-virtual-flower,prada,white floral,bergamot,jasmine|neroli,musk|ambrette
glacier-ice,oriflame,citrus,bergamot|tangerine|apple,cypress|lemongrass|ivy,cedar|oakmoss|guaiac wood
u,adolfo-dominguez,woody,bergamot|raspberry|black currant|mandarin orange,rose|lily-of-the-valley|freesia|magnolia,sandalwood|patchouli|virginia cedar
alatau,faberlic,green,water notes|mint|amalfi lemon|red berries,hyacinth|lily-of-the-valley|violet|orange blossom|wild rose,pine|oak moss|musk|vetiver|orris root|amber|patchouli
walk-of-shame,antonio-maretti,citrus,bergamot|pineapple|aldehydes,rose|gardenia,cedar|ambrox super
gisada-donna,gisada,powdery,cotton candy|iris|violet|sicilian bergamot,patchouli|jasmine sambac|benzoin|white peach blossom,musk|sandalwood|coffee|tuberose
mercedes-benz-for-her-fanciful-edition,mercedes-benz,floral,green mandarin|lemon,freesia|jasmine|rose,incense|white musk|frangipani|amberwood
eclat-d-arpege-limited-edition,lanvin,citrus,mandarin orange|bergamot|grapefruit,rose|peach|african orange flower|jasmine,musk|virginia cedar|vetiver|amber
malta,thera-cosmeticos,aromatic,sea notes|bergamot,rosemary|sage|geranium,incense|patchouli
sagira,spirit-of-kings,citrus,grapefruit|peach|mandarin orange|toffee,violet|damask rose|rose|patchouli,musk|moss
eva,eva-longoria,citrus,citruses|bergamot|aldehydes|neroli,lily-of-the-valley|violet|freesia|jasmine,musk|sandalwood|amber
cologne-de-la-terre,bortnikoff,citrus,bergamot|litsea cubeba|pear,green apple|beeswax|saffron,ambergris|natural musk|sandalwood
scentini-citrus-chill,avon,citrus,blood orange|mandarin orange,guava|passion flower|apple blossom,musk|amber
perle-imperiale,guerlain,powdery,bergamot,fig|powdery notes,sandalwood|leather|myrrh
banho-de-sorte,o-boticario,warm spicy,italian lemon|cardamom|pink pepper|ginger|mandarin orange,clove leaf|geranium|violet,moss|patchouli|virginian cedar|sandalwood|amber
x2o-extraordinary-for-women,ted-baker,floral,grapefruit|star anise,magnolia|mirabelle plum|water lily,precious woods|musk
nafnaf-too,nafnaf,floral,mango|pear|mandarin orange,peony|jasmine|neroli,patchouli|musk
scent-of-kiss-poplove,armand-basi,white floral,pear|watermelon|bergamot,jasmine|white lily,musk|white wood|cashmeran
lotus-oud,lotus,woody,agarwood (oud)|palisander rosewood|cardamom,vetiver|sandalwood,tonka bean|amber
mexx-waterlove-man,mexx,white floral,pineapple|melon|lime|bergamot|apple,violet|lily-of-the-valley|jasmine,peach|precious woods|amber|vanilla
rose,aaron-terence-hughes,vanilla,turkish rose,madagascar vanilla|tonka bean|spices|red berries|lotus|oakmoss,agarwood (oud)|musk|patchouli
pm,fragrance-du-bois,woody,indian tuberose|floral notes|juniper berries|cardamom|lemon,leather|cedar|orris root|indonesian patchouli leaf,labdanum|woody notes|benzoin|amber
fleurs-d-ombre-bergamote,jean-charles-brosseau,citrus,amalfi lemon|bergamot|bitter orange,rosemary|clove|jasmine|heliotrope,oakmoss|patchouli|amber|tonka bean
english-dahlia-fragrance-mist,yardley,floral,green notes|citruses|apple|neroli|floral notes,rose|peony|dahlia,patchouli|cedar|musk
gin-flower,solstice-scents,citrus,juniper berries|lime|citron,black elder|osmanthus|honey|vanilla|apricot|pear,sandalwood
to-be-goodvibes-for-him,police,aromatic,clary sage|bergamot|black pepper,jasmine|juniper|magnolia,amberwood|tobacco|vetiver
tank-custom-for-him,replay,aromatic,elemi|ginger|bergamot|yuzu|cardamom,anise|plum|vetiver|lavender|patchouli|wild jasmine,tonka bean|musk|sandalwood|amber
miel-extase,navitus-parfums,warm spicy,honey|dried fruits|apricot,ginger|violet|rum|saffron,toffee|madagascar vanilla|tonka bean|dark chocolate|caramel
oud-mafia,morph,oud,saffron|nutmeg|thyme,oud|incense|gurjan balsam|cistus incanus,orcanox™|patchouli|vetiver
santa-casa,filippo-sorcinelli,marine,incense|orange|bergamot,sea notes|tobacco|french rose,musk|benzoin|vanilla|sandalwood|ambrette|amber
absolute-woman,bruno-banani,fruity,litchi|pink pepper|pink grapefruit|blackberry|bergamot,rose|marigold|jasmine|orange blossom,cedar|amber|vanilla|moss|patchouli|musk
full-speed-power,avon,aromatic,lemon,rosemary,cedar
summer-white-bright,avon,white floral,lemon,lily-of-the-valley,tagetes
outrageous-limited-edition-2017,frederic-malle,citrus,green apple|grapefruit|lime|cinnamon|mint,neroli|orange blossom,aldehydes|musk|ambroxan|cedar
bleu-abysse,les-parfums-de-rosine,aromatic,elemi|bergamot|cassis,mineral notes|rose,algae|vetiver|patchouli|agarwood (oud)|incense
amo-ferragamo-oriental-wood,salvatore-ferragamo,warm spicy,guatemalan cardamom|apple|lemon,rose|saffron|jasmine,resins|musk|vanilla
black-opium-storm-illusion,yves-saint-laurent,woody,pink pepper|orange blossom|mandarin orange|bergamot|pear,tuberose|licorice|coffee|bitter almond|jasmine sambac,cashmirwood|white musk|vanilla|patchouli|cedar
till-sunrise,zara,aromatic,galbanum,cypress,tonka bean
life-is-now-for-her,mexx,fruity,pear|guava|orange,iris|jasmine|white lily,musk|vanilla|cedar
sacromonte,ricardo-ramos-perfumes-de-autor,green,grass|fig|basil,lily-of-the-valley|plum|jasmine|black amber,hay|white musk|amber
absolument-femme,absolument-parfumeur,citrus,grapefruit|tangerine|bergamot,wormwood|violet|magnolia|spices|cardamom|rose|nutmeg|lily-of-the-valley|ylang-ylang|jasmine,white musk|sandalwood|amber
the-majestic-oud,alexandre-j,fruity,black currant|raspberry|apple|bergamot|lemon|melon,patchouli|sage,agarwood (oud)|amber|musk
body,kkw-fragrance,woody,peach|bergamot|pink pepper|green mandarin,jasmine sambac|ylang-ylang|turkish rose,australian sandalwood|musk|haitian vetiver|amber
evolution-de-l-homme-matin,parfums-vintage,citrus,grapefruit|lime|juniper berries|thyme|lemon|pink pepper|artemisia|bergamot,patchouli|cedar|jasmine|black currant|apple|rose|cypriol oil or nagarmotha,ambergris|musk|birch|vanilla
musk-is-great,zimaya,musky,bergamot|mandarin orange,magnolia|black currant,musk|white musk|sandalwood
libeccio,paolo-gigli,floral,lilac|rose|jasmine|eucalyptus|cyclamen|mint,raspberry|iris|peach,cedar|amber|sandalwood|vanilla
kings-wood,shay-blue-london,woody,pineapple,fern|sichuan pepper,oak|leather
stone-supernova-for-him,replay,woody,fruity notes|citruses|lavender|watery notes,cashmere wood|rose|oakmoss,tonka bean|sandalwood|cedar
pussy,rammstein,woody,animal notes|pomelo|hyacinth,tuberose|jasmine,transparent woods|palisander rosewood
up-to-you-for-her,avon,floral,peach|mandarin orange|freesia,magnolia|peony|lily-of-the-valley,sandalwood|leather|cedar
viva-by-fergie,avon,green,green notes|bergamot,lavender|mint|narcissus,vetiver|woody notes|white musk
incandessence-flame,avon,white floral,pink pepper,gardenia|jasmine,musk
defy,calvin-klein,aromatic,bergamot|lavender,vetiver,amber
zafferano-collector-edition,acqua-di-parma,warm spicy,bitter orange|mandarin orange|coriander|bergamot,saffron|geranium|rose|orange blossom|jasmine sambac,vanilla|patchouli|tonka
aqua-universalis-cologne-forte,maison-francis-kurkdjian,musky,bergamot,sweet pea|mock orange,white musk
mango-manga,montale,tropical,mango|orange,ylang-ylang|jasmine|neroli,agarwood (oud)|oak moss|vetyver|virginia cedar
intensa,natura,fruity,apple|citruses,floral fruity notes,musk
xtreme-xplosion,o-boticario,warm spicy,cardamom|cinnamon|mandarin orange|bergamot,mimosa|jasmine|sage|sandalwood,vanille|musk|amber|virginia cedar
alaska,axe,citrus,bergamot|grapefruit|pineapple|melon,lavender|jasmine,sandalwood|amber
intense,faberlic,woody,juniper|green notes,violet|cardamom|mint|jasmine,woody notes|oakmoss
oh-my-deer,baruti,fresh spicy,black pepper|sichuan pepper|aldehydes,metallic notes|lily-of-the-valley,animal notes|incense|musk|amber|vanilla
citrus-paradisi-cologne,czech-speake,citrus,grapefruit|spices|green notes,oakmoss|coriander|pepper,patchouli|amber
kashaf,ajmal,fruity,rose,black currant|raspberry|saffron,agarwood (oud)|musk|sandalwood
cassandra-bleu,jeanne-arthes,musky,bergamot,ylang-ylang|rose,civetta|musk
fairy-dust,paris-hilton,white floral,peony|orange blossom,gardenia|peach|lotus,musk|vanilla|patchouli
luxurious-peony,pokrovka-trading-house,floral,peony|lemon|litchi,rose|pink pepper|freesia,ambrette (musk mallow)|vetiver|patchouli
chocolate-wasted,haught-parfums,warm spicy,dark chocolate|cacao pod,rum|coffee|brown sugar,bourbon vanilla|styrax|tonka bean|labdanum
inspire,ellen-tracy,white floral,honeysuckle|cyclamen|jasmine|gardenia|peony|carnation|violet,lily-of-the-valley|lemon|bergamot|melon,musk|sandalwood
black-mafia,bybozo,woody,green notes,woody notes|tobacco|coffee,incense
musk-al-ghazal,al-rehab,musky,lavender|chrysanthemum|hibiscus seed,geranium|ambrette (musk mallow),black musk|almond|galbanum
juice,commodity,fruity,violet leaf|raspberry|strawberry,bulgarian rose|cyclamen,rhubarb|amberwood
mon-petit,lolita-lempicka,sweet,marshmallow|anise,lime (linden) blossom|freesia|orange blossom,confetti (sugared almonds)|white musk
dark-wash,zara,aquatic,sesame,watery notes,sandalwood
mustang-for-men-eau-de-toilette,mustang,aromatic,grapefruit|lemon zest|tarragon,lavender|mint|galbanum,musk|sandalwood|patchouli
for-woman,bi-es,musky,pink pepper|apple blossom,freesia|jasmine|rose,musk|sandalwood|cedar
vamp-black,pupa,woody,cinnamon|rose|black pepper,wild berries|jasmine|labdanum|sandalwood,patchouli|vanilla|musk|amber
uefa-champions-league-dare-edition,adidas,aromatic,mint|sicilian bergamot|elemi,cardamom|lavender|african geranium,vetiver|patchouli|balsam fir
almost-a-virgin,antonio-maretti,fruity,red berries|apple|pink pepper,rose|geranium,musk|patchouli|sandalwood
mi-scusi,antonio-maretti,fruity,melon|peach|lemon,rose|orange blossom|raspberry,musk|praline|moss
lemon-island,atelier-cologne,citrus,lemon,indian jasmine,madagascar vanilla
cafe-pop,cafe-parfums,floral,pear|freesia|black currant,peony|jasmine|lily-of-the-valley,musk|sandalwood|amber
no-13-fever,arcadia,fresh spicy,juniper|pepper|bergamot|lemon,pine tree needles|incense|orris,vanilla|sandalwood|amber
princesse-de-coeur,laurent-mazzone-parfums,powdery,aldehydes|carrot|bergamot,rose|iris|amberwood,musk|moss|vetiver
mango-touch,patrice-martin,fruity,mango|grapefruit|water notes,peach|raspberry,musk|vanilla
oltre,tonatto-profumi,aromatic,pine,lily-of-the-valley,seaweed|musk
minsk,thera-cosmeticos,citrus,bergamot|mandarin orange|orange,rosemary|pepper|palisander rosewood,musk|woodsy notes|incense
cafe-vert,il-profvmo,citrus,grapefruit|mandarin orange,cyclamen|geranium|jasmine,coffee
sheer-delight,betty-barclay,citrus,italian lemon|mandarin orange|pear,peony|orange blossom|lily-of-the-valley,musk|resins|amber
instinct-forbidden,avon,fruity,lemon peel,red berries|gardenia|violet,tahitian vanilla
today-tomorrow-always-diamond,avon,green,hyacinth|african orange flower|stephanotis,narcissus|orchid|arum lily,musk|vetyver|palisander rosewood
quixotic,amway,citrus,grapefruit|aldehydes|green notes|geranium|pepper,lemon|jasmine|lily-of-the-valley|apricot|freesia|birch leaf|cardamom|rose,mate|vetyver|sandalwood
jacqueline,gritti,lavender,green almond|mate|green notes,lavender|violet leaves|freesia,musk|vanilla|tonka bean
oud-mood-elixir,lattafa-perfumes,warm spicy,saffron|nutmeg|cinnamon,agarwood (oud)|suede|sandalwood,amber|vanilla
the-italian-artists-of-via-solferino,trussardi,floral,yuzu|mate|mineral notes,magnolia|peony|osmanthus|ginger,suede|heliotrope|patchouli
don-t-tell-jasmine,vilhelm-parfumerie,white floral,lemon|kir royal,jasmine,musk
friends-world-for-him,oriflame,aromatic,clary sage,ivy,tonka bean
in-red-blooming-passion,armand-basi,fruity,red apple|red fruits|rhubarb|mango,jasmine|violet|lily-of-the-valley,white chocolate|white musk|sandalwood|tonka bean
te-verde,adolfo-dominguez,green,tea|bamboo|yuzu|mint,african orange flower|cardamom|holly|coriander|freesia,oak moss|guaiac wood|amber
paradise-flowers,bi-es,fruity,black currant|bergamot,jasmine,musk
charmante,faberlic,fruity,black currant|mandarin leaf|orange|pitahaya|pear,rose|jasmine|raspberry,cedar|musk|amber
fortunata,faberlic,sweet,red apple|calabrian mandarin,cherry|orris root|orchid|gardenia|rose,almond|vanilla|tonka bean|patchouli|white musk
mon-roi,faberlic,woody,lavender|mango|pineapple|bergamot|lemon|mandarin orange,fruity notes|mint|violet|cloves|geranium|carnation|jasmine|rose,sandalwood|oakmoss|palisander rosewood|patchouli|cedar
kaori,faberlic,floral,sea water|black currant leaf|bamboo|bergamot|grapefruit,water lily|cherry blossom|magnolia|tea rose,raspberry|musk|iris|vetiver|amber
amazing,bill-blass,powdery,peach|mandarin orange,water lily|lily-of-the-valley|tuberose|rose,mimosa|musk|sandalwood
realist,contradictions-in-ilk,citrus,lemon|bergamot|yuzu|pepper,petitgrain|sea notes|cedar|black tea|rose,vetiver|hinoki wood|incense|amber|immortelle
black-lace,dana,woody,tea|bergamot|red berries,rose|violet|water lily|cyclamen|african orange flower,ebony wood|woodsy notes|sandalwood|lilac
symphonie-d-amour,maissa-parfums,fruity,black currant|apple|orange|bergamot|lemon,caramel|white woods|mint|jasmine|anise|green notes,musk|vanilla|amber
bukhoor,thomas-kosmala,oud,woody notes,smoke,agarwood (oud)|amber|musk
kasar,teo-cabanel,leather,citruses,saffron|nutmeg|cinnamon,leather|agarwood (oud)|labdanum|cedar|patchouli|musk
refocus,m-int,amber,aldehydes|incense,patchouli|guaiac wood|cedar,musk|labdanum|suede|sandalwood
fougere,jovoy-paris,citrus,lime|basil,pineapple|neroli|geranium,oakmoss|sandalwood|tonka bean
dilis-classic-collection-no-1,dilis-parfum,aldehydic,violet|jasmine|narcissus|lily-of-the-valley|rose|bergamot|peach,aldehydes|rosemary|tuberose,musk|vetiver|civetta|bamboo|tonka bean|amber|sandalwood
homme,avon,woody,coriander|citruses|cardamom,iris,cedar|vetiver
secret-fantasy-kiss,avon,fruity,blackberry|mango|green apple,magnolia|rose petals|violet,amber|sandalwood|moss
vanille-malika,chopard,amber,incense|pink pepper|litchi,bourbon vanilla|madagascar vanilla,opoponax|sandalwood|cashmeran
liquide-2020,les-liquides-imaginaires,metallic,black pepper|bergamot|cardamom|labdanum,henna|metallic notes|ozonic notes|iris,suede|animal notes|cedar|saffron
glacier,oriflame,aromatic,mint|lemon|bergamot|watermelon|pineapple,lavender|rosemary|woody notes|tarragon|juniper|black currant,musk|suede|tobacco|sandalwood|vetiver|amber
casual-2-oksana-robski,brocard,citrus,green notes|citruses|orange,ylang-ylang|jasmine|rose,palisander rosewood|heliotrope|musk|amber
tantra-tantra,brocard,citrus,orange|bergamot,jasmine|rose,vanilla|musk|vetiver
athena,aaron-terence-hughes,cherry,neroli|coconut|peach,cherry|dark chocolate|jasmine,sandalwood|musk
jardin-de-bali,id-parfums,warm spicy,cloves|bergamot,tuberose|ylang-ylang,licorice|vanilla|benzoin
ungaro-for-her,emanuel-ungaro,vanilla,grapefruit|mandarin orange|pink pepper,rose|jasmine|hibiscus,vanilla|heliotrope|cedar
clean-fragrance,clean,citrus,lime|pink grapefruit|orange|bergamot|orange blossom|wild berries,lavender|lily|violet|jasmine|passion flower|damask rose,white musk|geranium|heliotrope
kenzo-world,kenzo,floral,red fruits,peony|floral notes|egyptian jasmine,ambroxan
under-the-stars,maison-martin-margiela,leather,black pepper,leather,agarwood (oud)|labdanum
